Sample Date,Observers,Transect Number ,Plot Number,Genus,specific epithet,Common (0/1)
7/29/2011,"NR, AH",21,2,Parthenocissus,quinquefolia,0
7/29/2011,"NR, AH",21,2,Carya,spp. ,0
7/29/2011,"NR, AH",21,2,Ailanthus,altissima,1
7/29/2011,"NR, AH",21,2,Viburnum,dentatum,0
7/29/2011,"NR, AH",21,2,Betula,nigra,0
7/29/2011,"NR, AH",21,2,Quercus,rubra x velutina,0
7/29/2011,"NR, AH",21,3,Polygonatum,biflorum,0
7/29/2011,"NR, AH",21,3,Phytolacca,americana,0
7/29/2011,"NR, AH",21,3,Alliaria,petiolata,0
7/29/2011,"NR, AH",21,3,Impatiens,capensis,0
7/29/2011,"NR, AH",21,3,Ampelopsis,brevipedunculata,0
7/29/2011,"NR, AH",21,3,Liriodendron,tulipfera,0
7/29/2011,"NR, AH",21,3,Ginkgo,biloba,0
7/29/2011,"NR, AH",21,3,Fraxinus,americana,0
7/29/2011,"NR, AH",21,3,Fagus,grandifolia,0
7/29/2011,"NR, AH",21,3,Quercus,alba,0
7/29/2011,"NR, AH",21,3,Acer,rubrum,0
7/29/2011,"NR, AH",21,3,Parthenocissus,quinquefolia,0
7/29/2011,"NR, AH",21,3,Toxicodendron,radicans,0
7/29/2011,"NR, AH",21,3,Ailanthus,altissima,0
7/29/2011,DK,21,4,Toxicodendron,radicans,1
7/29/2011,DK,21,4,Impatiens,capensis,1
7/29/2011,DK,21,4,Cephalotaxus,harringtonia,0
7/29/2011,DK,21,4,Rubus,alleghaniensis,1
7/29/2011,DK,21,4,Prunus,spp.,0
7/29/2011,DK,21,4,Fraxinus,americana,0
7/29/2011,DK,21,5,Maianthemum,racemosum,0
7/29/2011,DK,21,5,Prunus,serotina,0
7/29/2011,"PR, JC",21,6,Maianthemum,canadense,1
7/29/2011,"PK, JC",21,7,Poaceae,spp.,0
7/29/2011,"PK, JC",21,7,Toxicodendron,radicans,0
7/29/2011,"PK, JC",21,7,Maianthemum,racemosum,0
7/29/2011,"PK, JC",21,7,Parthenocissus,quinquefolia,0
7/29/2011,"PK, JC",21,7,Aralia,elata,0
7/29/2011,"PK, JC",21,7,Prunus,serotina,0
7/29/2011,"PK, JC",21,8,Hedera,helix,1
7/29/2011,"PK, JC",21,8,Maianthemum,racemosum,1
7/29/2011,"PK, JC",21,8,Toxicodendron,radicans,0
7/29/2011,"PK, JC",21,8,Eurybia,divaricata,0
7/29/2011,"PK, JC",21,8,Rubus,enslenii,0
7/29/2011,"PK, JC",21,8,moss,,0
7/29/2011,"PK, JC",21,8,Prunus,serotina,1
7/29/2011,"PR, JC",21,9,Phytolacca,americana,0
7/29/2011,"PR, JC",21,9,Hedera,helix,1
7/29/2011,"PR, JC",21,9,Poaceae,spp.,0
7/29/2011,"PR, JC",21,9,Eurybia,divaricata,0
7/29/2011,"PR, JC",21,9,Commelina,communis,0
7/29/2011,"PR, JC",21,9,Rosa,multiflora,0
7/29/2011,"PR, JC",21,9,Rubus,alleghaniensis,0
7/29/2011,"PR, JC",21,10,Maianthemum,racemosum,
7/29/2011,"PR, JC",21,10,moss,,
8/1/2011,"PK, KM",21,12,Prunus,spp.,0
8/1/2011,"PK, KM",21,12,Liriodendron,tulipfera,0
8/1/2011,AH,21,13,Quercus,rubra x velutina,0
8/1/2011,AH,21,13,Fraxinus,americana,0
8/1/2011,AH,21,13,Prunus,spp.,0
8/1/2011,AH,21,13,Quercus,alba,0
8/1/2011,PK,21,14,moss,,1
8/1/2011,PK,21,14,Toxicodendron,radicans,0
8/1/2011,PK,21,14,Hedera,helix,1
8/1/2011,PK,21,14,Mitchella,repens,0
8/1/2011,PK,21,14,Quercus,alba,1
8/1/2011,PK,21,14,Quercus,velutina,0
8/1/2011,PK,21,14,Quercus,rubra,0
8/1/2011,PK,21,14,Aralia,elata,1
8/1/2011,PK,21,14,Fraxinus,americana,0
8/1/2011,PK,21,14,Liquidambar,styraciflua,0
8/1/2011,PK,21,14,Frangula,alnus,0
8/1/2011,"PK, RM",21,15,Smilax,rotundifolia,
8/1/2011,"PK, RM",21,15,Eurybia,divaricata,
8/1/2011,"PK, RM",21,15,Hedera,helix,0
8/1/2011,"PK, RM",21,15,Rubus,phoenichalculus,0
8/1/2011,"AB, AH",21,16,Solidago,spp.,0
8/1/2011,"AB, AH",21,16,Eurybia,divaricata,0
8/1/2011,"AB, AH",21,16,lichen,,0
8/1/2011,"AB, AH",21,16,Smilax,rotundifolia,0
8/1/2011,"AB, AH",21,16,Vaccinium,angustifolium,0
8/1/2011,"AB, AH",21,16,Betula,lenta,0
8/1/2011,PK,21,17,Smilax,rotundifolia,1
8/1/2011,PK,21,17,Prunus,spp.,0
8/1/2011,PK,21,17,Rubus,alleghaniensis,0
8/1/2011,PK,21,17,Rubus,alleghaniensis,0
8/2/2011,AL,23,1,Maianthemum,racemosum,1
8/2/2011,AL,23,1,Polygonum,virginianum,1
8/2/2011,AL,23,1,Eurybia,divaricata,1
8/2/2011,AL,23,1,Fraxinus,americana,0
8/2/2011,AL,23,1,Ilex,opaca,0
8/2/2011,"AB, AH",23,2,Impatiens,capensis,0
8/2/2011,"AB, AH",23,2,Phytolacca,americana,0
8/2/2011,"AB, AH",23,2,Polygonum,virginianum,0
8/2/2011,"AB, AH",23,2,Hosta,spp.,0
8/2/2011,"AB, AH",23,2,Eurybia,divaricata,0
8/2/2011,"AB, AH",23,2,Liquidambar,styraciflua,0
8/2/2011,"PK, KM",23,3,Polygonatum,biflorum,0
8/2/2011,"PK, KM",23,3,Rubus,enslenii,0
8/2/2011,"PK, KM",23,3,Rubus,alleghaniensis,0
8/2/2011,"PK, KM",23,3,Phytolacca,americana,0
8/2/2011,"PK, KM",23,3,Liquidambar,styraciflua,0
8/2/2011,"PK, KM",23,3,Parthenocissus,quinquefolia,0
8/2/2011,"PK, KM",23,3,Alliaria,petiolata,0
8/2/2011,"PK, KM, AB",23,4,Viburnum,dilatatum,0
8/2/2011,"PK, KM, AB",23,4,Rosa,multiflora,0
8/2/2011,"PK, KM, AB",23,4,Polygonum,virginianum,0
8/2/2011,"PK, KM, AB",23,4,Hosta,spp.,0
8/2/2011,"PK, KM, AB",23,4,Phytolacca,americana,0
8/2/2011,"PK, KM, AB",23,4,moss,,0
8/2/2011,"BM,,AB, AH",23,5,Maianthemum,canadense,0
8/2/2011,"BM,,AB, AH",23,5,Prunus,serotina,0
8/2/2011,"BM,AB, AH",23,5,Cephalotaxus,harringtonia,0
8/2/2011,"BM, AB, AH",23,5,Rubus,enslenii,0
8/2/2011,"BM, AB, AH",23,5,Viburnum,setigerum,0
8/2/2011,"PK, KM",23,6,Toxicodendron,radicans,1
8/2/2011,"PK, KM",23,6,moss,,0
8/2/2011,"PK, KM",23,6,Acer,rubrum,0
8/2/2011,"PK, KM",23,6,Prunus,serotina,0
8/2/2011,"PK, KM",23,6,Ulmus,americana,0
8/2/2011,"PK, KM",23,7,Toxicodendron,radicans,0
8/2/2011,"PK, KM",23,7,Aralia,elata,0
8/2/2011,"PK, KM",23,7,Phellodendron,amurense,0
8/2/2011,"PK, KM",23,7,Rubus,enslenii,0
8/2/2011,"PK, KM",23,7,Maianthemum,canadense,0
8/2/2011,"PK, KM",23,7,Cephalotaxus,harringtonia,0
8/2/2011,PK,23,8,Maianthemum,racemosum,0
8/2/2011,PK,23,8,Prunus,spp.,0
8/2/2011,PK,23,8,Hedera,helix,1
8/2/2011,PK,23,8,Parthenocissus,quinquefolia,0
8/2/2011,PK,23,8,Quercus,rubra,0
8/2/2011,PK,23,8,Phellodendron,amurense,0
8/2/2011,PK,23,8,Ailanthus,altissima,0
8/2/2011,AB,23,9,Poaceae,spp.,0
8/2/2011,AB,23,9,Polygonatum,biflorum,0
8/2/2011,AB,23,9,Prunus,spp.,0
8/2/2011,AB,23,9,Liriodendron,tulipfera,0
8/2/2011,PK,23,10,Polygonatum,biflorum,0
8/2/2011,PK,23,10,Poaceae,spp.,
8/2/2011,PK,23,10,Viburnum,acerifolium,1
8/2/2011,PK,23,10,Quercus,rubra,0
8/2/2011,PK,23,10,Carya,spp. ,0
8/2/2011,AB,23,11,Eurybia,divaricata,1
8/2/2011,AB,23,11,Lonicera,maackii,0
8/2/2011,AB,23,11,Viburnum,acerifolium,0
8/2/2011,AB,23,11,Prunus,spp.,1
8/2/2011,AB,23,11,Aralia,elata,1
8/2/2011,AB,23,11,Quercus,rubra,0
8/2/2011,AC,23,12,Rosa,multiflora,1
8/2/2011,AC,23,12,Betula,lenta,1
8/3/2011,"AH, AK, AB",23,13,Rubus,phoenichalculus,0
8/3/2011,"AH, AK, AB",23,13,Solidago,spp.,1
8/3/2011,"AH, AK, AB",23,13,Reynoutria,japonica,0
8/3/2011,"AH, AK, AB",23,13,Ageratina,altissima,0
8/3/2011,"AH, AK, AB",23,13,Fraxinus,americana,0
8/3/2011,"AH, AK, AB",23,13,Hedera,helix,1
8/3/2011,"AH, AK, AB",23,13,Quercus,velutina,1
8/3/2011,"AH, AK, AB",23,13,Ailanthus,altissima,0
8/3/2011,"AH, AK, AB",23,13,Ulmus,americana,0
8/3/2011,"AH, AK, AB",23,13,Lonicera,maackii,0
8/3/2011,"AH, AK, AB",23,13,Viburnum,dilatatum,0
8/10/2011,"AB, HC, BM",25,1,Hedera,helix,0
8/10/2011,"AB, HC, BM",25,1,Maianthemum,racemosum,0
8/10/2011,"AB, HC, BM",25,1,Polygonatum,spp.,0
8/10/2011,"AB, HC, BM",25,1,Solidago,spp.,0
8/10/2011,"AB, HC, BM",25,1,Ageratina,altissima,0
8/10/2011,AB. HC,25,2,Maianthemum,racemosum,0
8/10/2011,"AB, HC ",25,2,Berberis,thubergii,0
8/10/2011,"AB, HC",25,2,Viburnum,dentatum,0
8/10/2011,"AB, HC",25,3,Polygonatum,biflorum,0
8/10/2011,"AB, HC",25,3,Hedera,helix,0
8/10/2011,"AB,HC",25,3,Eurybia,divaricata,0
8/10/2011,"AB, HC",25,3,Commelina,communis,0
8/10/2011,"AB, HC",25,3,Viburnum,acerifolium,0
8/10/2011,"AB, HC",25,3,Malus,spp.,0
8/10/2011,"AB, HC",25,3,Sambucus,nigra,0
8/10/2011,"AB, HC",25,3,Acer,saccharum,0
8/10/2011,"AB, HC",25,3,Acer,rubrum,0
8/10/2011,HC,25,5,Polygonatum,biflorum,0
8/10/2011,HC,25,5,moss,,1
8/10/2011,HC,25,5,Maianthemum,racemosum,0
8/10/2011,HC,25,5,Viburnum,prunifolium,0
8/10/2011,HC,25,5,Toxicodendron,radicans,0
8/10/2011,"AB, HC",25,6,Maianthemum,racemosum,0
8/10/2011,"AB, HC",25,6,Hedera,helix,0
8/10/2011,"AB, HC",25,6,Betula,lenta,0
8/10/2011,"AB, HC",25,6,Solidago,spp.,0
8/10/2011,"AB, HC",25,6,Ilex,opaca,0
8/10/2011,"AB, HC",25,6,Nyssa,sylvatica,0
8/10/2011,DD,25,7,Eurybia,divaricata,1
8/10/2011,DD,25,7,Hedera,helix,0
8/10/2011,DD,25,7,Rubus,spp.,0
8/10/2011,"HC, AC",27,1,Viburnum,acerifolium,1
8/11/2011,"AH, BM",27,2,Malus,spp.,0
8/11/2011,"BM, AH",27,3,Alliaria,petiolata,0
8/11/2011,"BM, AH",27,3,Circea,lutetiana,1
8/11/2011,"BM, AH",27,3,Maianthemum,racemosum,0
8/11/2011,"BM, AH",27,3,Viburnum,setigerum,0
8/11/2011,"BM, AH",27,3,Viburnum,acerifolium,0
8/11/2011,"BM, AH",27,3,Toxicodendron,radicans,0
8/11/2011,"BM, AH",27,3,Celastrus,orbiculatus,0
8/11/2011,"BM, AH",27,3,Vaccinium,augustifolium,1
8/11/2011,"BM, AH",27,3,Hedera,helix,0
8/11/2011,"BM, AH",27,3,Fraxinus,americana,0
8/11/2011,AB,27,4,Reynoutria,japonica,0
8/11/2011,AB,27,4,Polygonum,virginianum,0
8/11/2011,AB,27,4,Vaccinium,spp.,1
8/11/2011,AB,27,4,Aralia,elata,0
8/11/2011,AB,27,4,Quercus,alba,0
8/11/2011,AB,27,4,Hydrangea,paniculata,0
8/11/2011,AB,27,5,Aralia,elata,0
8/11/2011,AC,27,6,Maianthemum,racemosum,1
8/11/2011,AC,27,6,Celastrus,orbiculatus,1
8/11/2011,AC,27,6,Viburnum,acerifolium,1
8/11/2011,AC,27,6,Sassafras,albidum,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Alliaria ,petiolata,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Persicaria,longiseta,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Phytolacca,americana,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Erechtites,hieraciifolius,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Phellodendron,amurense,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Aralia,elata,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Rosa ,multiflora,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Zelkova,serrata,0
6/21/2016,"Zihao Wang, Laura Booth, Elsie Spencer, Erica Deluca, Maria Martello, Jessica Schuler",1,1,Amelanchier,spp.,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Maianthemum,racemosum,1
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,phytolacca,americana,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Phellodendron,amurense,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Polygonatum,pubescens,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Celastrus,orbiculatus,1
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Carya,cordiformis,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Smilax,rotundifolia,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Fraxinus,americana,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Ampelopsis,brevipedunculata,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,rosa,multiflora,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Solidago,caesia,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Hedera,helix,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Symphyotrichum,cordifolium,0
6/22/2016,"Erica DeLuca, Laura Booth, Maria Martello",1,2,Danthonia,compressa,0
6/22/2016,"Elsie Spencer, Zihao Wang",1,3,Maianthemum,racemosum,1
6/22/2016,"Elsie Spencer, Zihao Wang",1,3,Danthonia,spicata,0
6/22/2016,"Elsie Spencer, Zihao Wang",1,3,Reynoutria,japonica,1
6/22/2016,"Elsie Spencer, Zihao Wang",1,3,Stellaria,media,0
6/22/2016,"Elsie Spencer, Zihao Wang",1,3,Oxalis,dillenii,0
6/22/2016,"Elsie Spencer, Zihao Wang",1,3,Quercus,rubra,0
6/22/2016,"Elsie Spencer, Zihao Wang",1,3,Zelkova,serrata,0
6/22/2016,"Elsie Spencer, Zihao Wang",1,3,Rosa,multiflora,0
6/22/2016,"Erica Deluca, Jessica Schuler, Maria Martello",3,1,Lonicera,maackii,0
6/22/2016,"Erica Deluca, Jessica Schuler, Maria Martello",3,1,Toxicodendron,radicans,0
6/22/2016,"Erica Deluca, Jessica Schuler, Maria Martello",3,1,Crataegus,spp.,0
6/23/2016,"Maria Martello, Elsie Spencer",3,2,Fraxinus,americana,0
6/23/2016,"Maria Martello, Elsie Spencer",3,2,Liquidambar,styraciflua,1
6/23/2016,"Maria Martello, Elsie Spencer",3,2,Malus,spp.,0
6/23/2016,"Maria Martello, Elsie Spencer",3,2,Liriodendron,tulipifera,1
6/23/2016,"maria Martello, Elsie Spencer",3,2,Erechtites,hieraciifolius,0
6/23/2016,"Maria Martello, Zihao Wang, Elsie Spencer",3,3,Fraxinus,americana,0
6/23/2016,"Maria Martello, Zihao Wang, Elsie Spencer",3,3,Ligustrum,sp (3/1A),0
6/23/2016,"Maria Martello, Zihao Wang, Elsie Spencer",3,3,Sporobolus,3-2A,0
6/23/2016,"Maria Martello, Zihao Wang, Elsie Spencer",3,3,Maianthemum,racemosum,0
6/23/2016,"Maria Martello, Laura Booth, Jeanne",3,4,Maianthemum,racemosum,1
6/23/2016,"Maria Martello, Laura Booth, Jeanne",3,4,Solidago,caesia,0
6/23/2016,"Maria Martello, Laura Booth, Jeanne",3,4,Narcissus,sp,0
6/23/2016,"Maria Martello, Laura Booth, Jeanne",3,4,Sassafras,albidum,0
6/23/2016,"Maria Martello, Laura Booth, Jeanne",3,4,Fraxinus,pennyslvanica,0
6/23/2016,"Maria Martello, Laura Booth, Jeanne",3,4,Viburnum ,prunifolium,1
6/23/2016,"Maria Martello, Laura Booth, Jeanne",3,4,Liquidambar,styraciflua,0
6/23/2016,"Maria Martello, Laura Booth, Jeanne",3,4,Amelanchier,spp.,0
6/24/2016,"Elsie Spencer, Zihao Wang",3,5,Rubus,enslenii,0
6/24/2016,"Elsie Spencer, Zihao Wang",3,5,Celastrus,orbiculatus,1
6/24/2016,"Elsie Spencer, Zihao Wang",3,5,Polygonatum,pubescens,1
6/24/2016,"Elsie Spencer, Zihao Wang",3,5,Rhodotypos,scandens,1
6/24/2016,"Zihao Wang, Elsie Spencer",3,6,Phytolacca,americana,0
6/24/2016,"Zihao Wang, Elsie Spencer",3,6,Rubus,enslenii,0
6/24/2016,"Zihao Wang, Elsie Spencer",3,6,Rubus,allegheniensis,0
6/24/2016,"Zihao Wang, Elsie Spencer",3,6,Celastrus,orbiculatus,0
6/24/2016,"Zihao Wang, Elsie Spencer",3,6,Phellodendron,amurense,0
6/24/2016,"Zihao Wang, Elsie Spencer",3,6,,,
6/24/2016,"Maria Martello, Laura Booth",3,7,Maianthemum,canadense,1
6/24/2016,"Maria Martello, Laura Booth",3,7,Solanum,dulcamara,0
6/24/2016,"Maria Martello, Laura Booth",3,7,Polygonum,virginianum,0
6/24/2016,"Maria Martello, Laura Booth",3,7,Quercus,rubra,0
6/24/2016,"Maria Martello, Laura Booth",3,7,Phellodendron,amurense,0
6/24/2016,"Zihao Wang, Elsie Spencer",3,8,Polygonum,virginianum,0
6/24/2016,"Zihao Wang, Elsie Spencer",3,8,Quercus,rubra,0
6/24/2016,"Zihao Wang, Elsie Spencer",3,9,Danthonia,compressa,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Phytolacca,americana,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Rubus,laciniatus,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Vaccinium,corymbosum,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Aralia,elata,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Sambucus,canadensis,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Rhododendron,maximum,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Fraxinus,pennyslvanica,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Carya,cordiformis,0
6/28/2016,"Zihao Wang, Elsie Spencer",3,9,Taxus,baccata,0
6/28/2016,"Maria Martello, Laura Booth",3,10,Solidago,canadensis,1
6/28/2016,"Maria Martello, Laura Booth",3,10,Viburnum,dilatatum,1
6/28/2016,"Maria Martello, Laura Booth",3,10,Celastrus,orbiculatus,0
6/29/2016,"Laura Booth, Daria Gregg",3,11,Maianthemum,canadense,1
6/29/2016,"Laura Booth, Daria Gregg",3,11,Eurybia,divaricata,1
6/29/2016,"Laura Booth, Daria Gregg",3,11,Vitis,novae-angliae,0
6/29/2016,"Laura Booth, Daria Gregg",3,11,Solidago,spp.,0
6/29/2016,"Laura Booth, Daria Gregg",3,11,Ostrya,virginiana,0
6/29/2016,"Laura Booth, Daria Gregg",3,12,Ageratina,altissima,0
6/29/2016,"Laura Booth, Daria Gregg",3,12,Rosa,multiflora,0
6/29/2016,"Laura Booth, Daria Gregg",3,12,Phytolacca,americana,0
6/29/2016,"Laura Booth, Daria Gregg",3,12,Athyrium,filix-femina,0
6/29/2016,"Laura Booth, Daria Gregg",3,12,Eurybia,divaricata,0
6/29/2016,"Jessica Schuler, Daria Gregg",3,13,Urtica,dioica,0
6/29/2016,"Jessica Schuler, Daria Gregg",3,13,Juglans,nigra,0
6/29/2016,"Jessica Schuler, Daria Gregg",3,13,Gymnocladus,dioicus,0
6/29/2016,"Jessica Schuler, Daria Gregg",3,13,Oxalis,stricta,0
6/29/2016,"Jessica Schuler, Daria Gregg",3,13,Toxicodendron,radicans,0
6/29/2016,"Jessica Schuler, Daria Gregg",3,13,Rhamnus,frangula,0
6/30/2016,"Laura Booth, Zihao Wang",3,14,Rosa,multiflora,1
6/30/2016,"Laura Booth, Zihao Wang",3,14,Urtica,dioica,0
6/30/2016,"Laura Booth, Zihao Wang",3,14,Symphyotrichum,spp.,1
6/30/2016,"Laura Booth, Zihao Wang",3,14,Zelkova,serrata,0
6/30/2016,"Laura Booth, Zihao Wang",3,14,Maianthemum,racemosum,0
6/30/2016,"Laura Booth, Zihao Wang",3,14,Onoclea,sensibilis,1
6/30/2016,"Laura Booth, Zihao Wang",3,14,Amelanchier,spp.,0
6/30/2016,"Laura Booth, Zihao Wang",3,15,Rubus,phoenicolasius,0
6/30/2016,"Laura Booth, Zihao Wang",3,15,Hedera,helix,0
6/30/2016,"Laura Booth, Zihao Wang",3,15,Viola,sororia,1
6/30/2016,"Laura Booth, Zihao Wang",3,15,Ficaria,verna,1
6/30/2016,"Laura Booth, Zihao Wang",3,15,Viburnum,prunifolium,0
6/30/2016,"Laura Booth, Zihao Wang",3,15,Boehmeria,cylindrica,0
6/30/2016,"Laura Booth, Zihao Wang",3,15,Peltandra,virginica,0
6/30/2016,"Laura Booth, Zihao Wang",3,15,Rubus,enslenii,0
6/30/2016,"Laura Booth, Zihao Wang",3,15,Persicaria,longiseta,0
6/30/2016,"Len, Elsie",5,1,Quercus,rubra,1
6/30/2016,"Len, Elsie",5,1,Carya,cordiformis,0
6/30/2016,"Len, Elsie",5,1,Asimina,triloba,0
7/1/2016,"Laura Booth, Zihao Wang",5,2,Quercus,alba,0
7/1/2016,"Laura Booth, Zihao Wang",5,2,Viburnum,dilatatum,0
7/1/2016,"Laura Booth, Zihao Wang",5,2,Viburnum,dentatum,0
7/1/2016,"Laura Booth, Zihao Wang",5,2,Poaceae,spp,0
7/1/2016,"Laura Booth, Zihao Wang",5,2,Viburnum,prunifolium,0
7/1/2016,"Laura Booth, Zihao Wang",5,2,Rubus,allegheniensis,0
7/1/2016,"Laura Booth, Zihao Wang",5,2,Danthonia,compressa,1
7/2/2016,"Laura Booth, Zihao Wang",5,2,Malus,spp.,0
7/1/2016,"Erica, Elsie",5,3,Phellodendron,amurense,0
7/1/2016,"Erica, Elsie",5,3,Lonicera,japonica,1
7/1/2016,"Erica, Elsie",5,3,Aralia,elata,1
7/1/2016,"Erica, Elsie",5,3,Viburnum,dilatatum,0
7/1/2016,"Laura, Maria",5,4,Symphyotrichum,spp.,1
7/1/2016,"Laura, Maria",5,4,moss,spp.,0
7/1/2016,"Laura, Maria",5,4,Maianthemum,racemosum,0
7/1/2016,"Laura, Maria",5,4,Danthonia,compressa,1
7/1/2016,"Laura, Maria",5,4,Quercus,rubra,1
7/1/2016,"Laura, Maria",5,4,Frangula,alnus,1
7/1/2016,"Laura, Maria",5,4,Fagus,grandifolia,0
7/1/2016,"Laura, Maria",5,4,Ilex,opaca,0
7/1/2016,"Laura, Maria",5,4,Lindera,benzoin,
7/1/2016,"Maria, Elsie",5,5,Phytolacca,americana,0
7/1/2016,"Maria, Elsie",5,5,Maianthemum,racemosum,0
7/1/2016,"Maria, Elsie",5,5,Lindera,benzoin,1
7/1/2016,"Maria, Elsie",5,5,Ampelopsis,brevipedunculata,0
7/1/2016,"Maria, Elsie",5,5,Aralia,elata,1
7/1/2016,"Maria, Elsie",5,5,Viburnum,dilatatum,0
7/5/2016,"Maria, Erica, Zihao",5,6,Solidago,caesia,0
7/5/2016,"Maria, Erica, Zihao",5,6,Maianthemum,racemosum,0
7/5/2016,"Maria, Erica, Zihao",5,6,Toxicodendron,radicans,1
7/5/2016,"Maria, Erica, Zihao",5,6,Euonymus,alatus,0
7/5/2016,"Maria, Erica, Zihao",5,6,Rubus,allegheniensis,1
7/5/2016,"Maria, Erica, Zihao",5,6,Lonicera,japonica,0
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Ageratina,altissima,0
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Amelanchier,spp.,0
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Ampelopsis,brevipedunculata,1
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Quercus,velutina,0
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Euonymus,alatus,0
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Rubus,phoenicolasius,0
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Viburnum,dilatatum,0
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Rubus,allegheniensis,1
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,maianthemum,racemosum,0
7/5/2016,"Maria Martello, Erica Deluca, Zihao Wang",5,7,Eurybia,divaricata,1
7/6/2016,Anthony,5,8,maianthemum,racemosum,0
7/6/2016,Anthony,5,8,Arisaema,triphyllum,0
7/6/2016,Anthony,5,8,Toxicodendron,radicans,1
7/6/2016,Anthony,5,8,Euonymus,alatus,0
7/6/2016,Anthony,5,8,Celastrus,orbiculatus,0
7/6/2016,Anthony,5,8,Ilex,crenata,0
7/6/2016,"Eriq, Laura, Anthony",5,9,Maianthemum,canadense,1
7/6/2016,"Eriq, Laura, Anthony",5,9,Solidago,caesia,
7/6/2016,"Erica, Maria",5,10,maianthemum,canadense,1
7/6/2016,"Erica, Maria",5,10,Ilex,crenata,0
7/6/2016,"Erica, Maria",5,10,Magnolia,tripetala,0
7/6/2016,"Erica, Maria",5,10,Frangula,alnus,1
7/6/2016,"Erica, Maria",5,10,Aralia,elata,1
7/6/2016,"Erica, Maria",5,10,Ilex,opaca,0
7/7/2016,"Jessica, Elsie, Eriq",5,11,Quercus,coccinea,0
7/7/2016,"Jessica, Elsie, Eriq",5,11,Viburnum,prunifolium,0
7/7/2016,"Jessica, Elsie, Eriq",5,11,Hedera,helix,0
7/7/2016,"Jessica, Elsie, Eriq",5,11,maianthemum,racemosum,0
7/7/2016,"Zihao, Jeanne, Anthony",5,12,Acer,platanoides,0
7/7/2016,"Zihao, Jeanne, Anthony",5,12,Rosa,multiflora,1
7/7/2016,"Zihao, Jeanne, Anthony",5,12,Carex,pensylvanica,1
7/7/2016,"Zihao, Jeanne, Anthony",5,12,Lonicera,maackii,0
7/7/2016,"Zihao, Jeanne, Anthony",5,12,Quercus,rubra,0
7/7/2016,"Maria, Elsie, Eriq",5,13,Prunus,serotina,0
7/7/2016,"Maria, Elsie, Eriq",5,13,Ampelopsis,brevipedunculata,1
7/7/2016,"Maria, Elsie, Eriq",5,13,Phytolacca ,americana,0
