Year,Genus,Epithet,Taxon,Native,Non-native,Invasive
2016,Kalopanax,septemlobus,kalopanax septemlobus,n,y,n
2016,Hamamelis,virginiana,hamamelis virginiana,y,n,n
2016,Amelanchier,spp.,amelanchier spp.,y,n,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Nyssa,sylvatica,nyssa sylvatica,y,n,n
2016,Ilex,opaca,ilex opaca,y,n,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Koelreuteria,paniculata,koelreuteria paniculata,n,y,n
2016,Tsuga,canadensis,tsuga canadensis,y,n,n
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Quercus,alba,quercus alba,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Cinna,arundinacea,cinna arundinacea,y,n,n
2016,Carex,radiata,carex radiata,y,n,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Quercus,alba,quercus alba,y,n,n
2016,Celastrus,orbiculatus,celastrus orbiculatus,n,y,y
2016,Aralia,elata,aralia elata,n,y,y
2016,Kalopanax,septemlobus,kalopanax septemlobus,n,y,n
2016,Ulmus,parvifolia,ulmus parvifolia,n,y,y
2016,Carya,tomentosa,carya tomentosa,y,n,n
2016,Cinna,arundinacea,cinna arundinacea,y,n,n
2016,Maianthemum,canadense,maianthemum canadense,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Chionanthus,virginicus,chionanthus virginicus,y,n,n
2016,Ilex,opaca,ilex opaca,y,n,n
2016,Pinus,strobus,pinus strobus,y,n,n
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Carpinus,caroliniana,carpinus caroliniana,y,n,n
2016,Danthonia,compressa,danthonia compressa,y,n,n
2016,Danthonia,spicata,danthonia spicata,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Solanum,nigrum,solanum nigrum,n,y,n
2016,Euonymus,hamiltonianus,euonymus hamiltonianus,n,y,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Solanum,dulcamara,solanum dulcamara,n,y,y
2016,Carex,albicans,carex albicans,y,n,n
2016,Agrostis,perennans,agrostis perennans,y,n,n
2016,Lonicera,japonica,lonicera japonica,n,y,y
2016,Euonymus,fortunei,euonymus fortunei,n,y,y
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Ulmus,americana,ulmus americana,y,n,n
2016,Solanum,dulcamara,solanum dulcamara,n,y,y
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Rubus,phoenicolasius,rubus phoenicolasius,n,y,y
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Hedera,helix,hedera helix,n,y,y
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Chionanthus,virginicus,chionanthus virginicus,y,n,n
2016,Carya,cordiformis,carya cordiformis,y,n,n
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Ligustrum,spp.,ligustrum spp.,n,y,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Polygonatum,pubescens,polygonatum pubescens,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Viburnum,acerifolium,viburnum acerifolium,y,n,n
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Sassafras,albidum,sassafras albidum,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Betula,lenta,betula lenta,y,n,n
2016,Prunus,serotina,prunus serotina,y,n,n
2016,Nyssa,sylvatica,nyssa sylvatica,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Commelina,communis,commelina communis,n,y,y
2016,Persicaria,longiseta,persicaria longiseta,n,y,n
2016,Acer,rubrum,acer rubrum,y,n,n
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Rubus,phoenicolasius,rubus phoenicolasius,n,y,y
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Rubus,pensilvanicus,rubus pensilvanicus,y,n,n
2016,Reynoutria,japonica,reynoutria japonica,n,y,y
2016,Viburnum,dentatum,viburnum dentatum,y,n,n
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Monotropa,uniflora,monotropa uniflora,y,n,n
2016,Impatiens,capensis,impatiens capensis,y,n,n
2016,Ageratina,altissima,ageratina altissima,y,n,n
2016,Alliaria,petiolata,alliaria petiolata,n,y,y
2016,Solidago,caesia,solidago caesia,y,n,n
2016,Menispermum,canadense,menispermum canadense,y,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Acer,saccharum,acer saccharum,y,n,n
2016,Carex,pensylvanica,carex pensylvanica,y,n,n
2016,Solidago,canadensis,solidago canadensis,y,n,n
2016,Pilea,pumila,pilea pumila,y,n,n
2016,Solanum,dulcamara,solanum dulcamara,n,y,y
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Fagus,grandifolia,fagus grandifolia,y,n,n
2016,Arisaema,triphyllum,arisaema triphyllum,y,n,n
2016,Solanum,nigrum,solanum nigrum,n,y,n
2016,Commelina,communis,commelina communis,n,y,y
2016,Carex,spp.,carex spp.,n,n,n
2016,Erechtites,hieraciifolius,erechtites hieraciifolius,y,n,n
2016,Eupatorium,spp.,eupatorium spp.,n,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Paulownia,tomentosa,paulownia tomentosa,n,y,y
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Arisaema,triphyllum,arisaema triphyllum,y,n,n
2016,Viburnum,dentatum,viburnum dentatum,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Hedera,helix,hedera helix,n,y,y
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Lonicera,japonica,lonicera japonica,n,y,y
2016,Nyssa,sylvatica,nyssa sylvatica,y,n,n
2016,Rubus,allegheniensis,rubus allegheniensis,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Maianthemum,canadense,maianthemum canadense,y,n,n
2016,Phellodendron,amurense,phellodendron amurense,n,y,y
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Carya,cordiformis,carya cordiformis,y,n,n
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Ilex,opaca,ilex opaca,y,n,n
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Phellodendron,amurense,phellodendron amurense,n,y,y
2016,Nyssa,sylvatica,nyssa sylvatica,y,n,n
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Rubus,allegheniensis,rubus allegheniensis,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Carex,spp.,carex spp.,n,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Ginkgo,biloba,ginkgo biloba,n,y,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Acer,rubrum,acer rubrum,y,n,n
2016,Viburnum,dentatum,viburnum dentatum,y,n,n
2016,Morus,alba,morus alba,n,y,y
2016,Phellodendron,amurense,phellodendron amurense,n,y,y
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Poaceae,spp.,poaceae spp.,n,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Carex,spp.,carex spp.,n,n,n
2016,Poaceae,spp.,poaceae spp.,n,n,n
2016,Ilex,opaca,ilex opaca,y,n,n
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Lindera,benzoin,lindera benzoin,y,n,n
2016,Carex,pensylvanica,carex pensylvanica,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Dichanthelium,spp.,dichanthelium spp.,n,n,n
2016,Rosa,multiflora,rosa multiflora,n,y,y
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Betula,lenta,betula lenta,y,n,n
2016,Quercus,velutina,quercus velutina,y,n,n
2016,Lonicera,maackii,lonicera maackii,n,y,y
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Malus,spp.,malus spp.,n,y,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Hedera,helix,hedera helix,n,y,y
2016,Solidago,caesia,solidago caesia,y,n,n
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Danthonia,compressa,danthonia compressa,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Arctium,minus,arctium minus,n,y,n
2016,Acer,negundo,acer negundo,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Rosa,multiflora,rosa multiflora,n,y,y
2016,Ageratina,altissima,ageratina altissima,y,n,n
2016,Solidago,caesia,solidago caesia,y,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Betula,lenta,betula lenta,y,n,n
2016,Rubus,phoenicolasius,rubus phoenicolasius,n,y,y
2016,Hedera,helix,hedera helix,n,y,y
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Danthonia,compressa,danthonia compressa,y,n,n
2016,Solidago,caesia,solidago caesia,y,n,n
2016,Reynoutria,x bohemica,reynoutria x bohemica,n,y,y
2016,Prunus,serotina,prunus serotina,y,n,n
2016,Hedera,helix,hedera helix,n,y,y
2016,Carex,spp.,carex spp.,n,n,n
2016,Ageratina,altissima,ageratina altissima,y,n,n
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Polygonatum,pubescens,polygonatum pubescens,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Euonymus,spp.,euonymus spp.,n,n,n
2016,Lactuca,canadensis,lactuca canadensis,y,n,n
2016,Epilobium,coloratum,epilobium coloratum,y,n,n
2016,Bidens,spp.,bidens spp.,n,n,n
2016,Polygonatum,pubescens,polygonatum pubescens,y,n,n
2016,Erechtites,hieraciifolius,erechtites hieraciifolius,y,n,n
2016,Solanum,nigrum,solanum nigrum,n,y,n
2016,Phellodendron,amurense,phellodendron amurense,n,y,y
2016,Euonymus,fortunei,euonymus fortunei,n,y,y
2016,Hedera,helix,hedera helix,n,y,y
2016,Lindera,benzoin,lindera benzoin,y,n,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Ilex,opaca,ilex opaca,y,n,n
2016,Acer,rubrum,acer rubrum,y,n,n
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Solanum,nigrum,solanum nigrum,n,y,n
2016,maianthemum,canadense,maianthemum canadense,y,n,n
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Hedera,helix,hedera helix,n,y,y
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Phellodendron,amurense,phellodendron amurense,n,y,y
2016,Ilex,opaca,ilex opaca,y,n,n
2016,Celastrus,orbiculatus,celastrus orbiculatus,n,y,y
2016,Podophyllum,peltatum,podophyllum peltatum,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Polygonum,virginianum,polygonum virginianum,y,n,n
2016,Polygonatum,pubescens,polygonatum pubescens,y,n,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Prunus,spp.,prunus spp.,n,y,n
2016,maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Polygonum,virginianum,polygonum virginianum,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Rosa,multiflora,rosa multiflora,n,y,y
2016,Acer,saccharum,acer saccharum,y,n,n
2016,Epifagus,virginiana,epifagus virginiana,y,n,n
2016,Acer,rubrum,acer rubrum,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Prunus,serotina,prunus serotina,y,n,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Ginkgo,biloba,ginkgo biloba,n,y,n
2016,Lindera,benzoin,lindera benzoin,y,n,n
2016,Acer,rubrum,acer rubrum,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Nyssa,sylvatica,nyssa sylvatica,y,n,n
2016,Cephalotaxus,harringtonia,cephalotaxus harringtonia,n,y,n
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Lindera,benzoin,lindera benzoin,y,n,n
2016,Acer,rubrum,acer rubrum,y,n,n
2016,maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Prunus,serotina,prunus serotina,y,n,n
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Sambucus,canadensis,sambucus canadensis,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Polygonum,virginianum,polygonum virginianum,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Polygonatum,biflorum,polygonatum biflorum,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Rubus,allegheniensis,rubus allegheniensis,y,n,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Lonicera,japonica,lonicera japonica,n,y,y
2016,Phellodendron,amurense,phellodendron amurense,n,y,y
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Agrostis,spp.,agrostis spp.,n,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Polygonum,virginianum,polygonum virginianum,y,n,n
2016,Danthonia,spp.,danthonia spp.,n,n,n
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Ailanthus,altissima,ailanthus altissima,n,y,y
2016,Danthonia,compressa,danthonia compressa,y,n,n
2016,Solidago,juncea,solidago juncea,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Phellodendron,amurense,phellodendron amurense,n,y,y
2016,Acer,rubrum,acer rubrum,y,n,n
2016,Carya,cordiformis,carya cordiformis,y,n,n
2016,Cornus,florida,cornus florida,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Solidago,canadensis,solidago canadensis,y,n,n
2016,Alliaria,petiolata,alliaria petiolata,n,y,y
2016,Polygonum,virginianum,polygonum virginianum,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Commelina,communis,commelina communis,n,y,y
2016,Solidago,nigrum,solidago nigrum,#N/A,#N/A,#N/A
2016,Acer,rubrum,acer rubrum,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Lonicera,maackii,lonicera maackii,n,y,y
2016,Tilia,americana,tilia americana,y,n,n
2016,Celastrus,orbiculatus,celastrus orbiculatus,n,y,y
2016,Erechtites,hieraciifolius,erechtites hieraciifolius,y,n,n
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Solidago,caesia,solidago caesia,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Rubus,allegheniensis,rubus allegheniensis,y,n,n
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Ulmus,americana,ulmus americana,y,n,n
2016,Rubus,enslenii,rubus enslenii,y,n,n
2016,Rubus,phoenicolasius,rubus phoenicolasius,n,y,y
2016,Rosa,multiflora,rosa multiflora,n,y,y
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Polygonatum,pubescens,polygonatum pubescens,y,n,n
2016,Oxalis,stricta,oxalis stricta,y,n,n
2016,Dichanthelium,spp.,dichanthelium spp.,n,n,n
2016,Agrostis,spp.,agrostis spp.,n,n,n
2016,Danthonia,spp.,danthonia spp.,n,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Fagus,grandifolia,fagus grandifolia,y,n,n
2016,Viburnum,acerifolium,viburnum acerifolium,y,n,n
2016,Carya,cordiformis,carya cordiformis,y,n,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Solidago,rugosa,solidago rugosa,y,n,n
2016,Agrostis,perennans,agrostis perennans,y,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Carya,glabra,carya glabra,y,n,n
2016,Betula,lenta,betula lenta,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Dichanthelium,spp.,dichanthelium spp.,n,n,n
2016,Vaccinium,corymbosum,vaccinium corymbosum,y,n,n
2016,Hamamelis,virginiana,hamamelis virginiana,y,n,n
2016,Carya,tomentosa,carya tomentosa,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Asplenium,platyneuron,asplenium platyneuron,y,n,n
2016,Solidago,rugosa,solidago rugosa,y,n,n
2016,Reynoutria,x bohemica,reynoutria x bohemica,n,y,y
2016,Agrostis,perennans,agrostis perennans,y,n,n
2016,Rubus,phoenicolasius,rubus phoenicolasius,n,y,y
2016,Acer,negundo,acer negundo,y,n,n
2016,Euonymus,alatus,euonymus alatus,n,y,y
2016,Hedera,helix,hedera helix,n,y,y
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Amelanchier,spp.,amelanchier spp.,y,n,n
2016,Tsuga,canadensis,tsuga canadensis,y,n,n
2016,Carex,swanii,carex swanii,y,n,n
2016,Solidago,caesia,solidago caesia,y,n,n
2016,Agrostis,perennans,agrostis perennans,y,n,n
2016,Danthonia,spicata,danthonia spicata,y,n,n
2016,Polygonum,virginianum,polygonum virginianum,y,n,n
2016,Artemisia,vulgaris,artemisia vulgaris,n,y,y
2016,Dichanthelium,spp.,dichanthelium spp.,n,n,n
2016,Euonymus,alatus,euonymus alatus,n,y,y
2016,Hedera,helix,hedera helix,n,y,y
2016,Viburnum,setigerum,viburnum setigerum,n,y,n
2016,Prunus,serotina,prunus serotina,y,n,n
2016,Rosa,multiflora,rosa multiflora,n,y,y
2016,Pinus,resinosa,pinus resinosa,y,n,n
2016,Rubus,phoenicolasius,rubus phoenicolasius,n,y,y
2016,Vaccinium,angustifolium,vaccinium angustifolium,y,n,n
2016,Ilex,opaca,ilex opaca,y,n,n
2016,Leersia,virginica,leersia virginica,y,n,n
2016,Ageratina,altissima,ageratina altissima,y,n,n
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Alliaria,petiolata,alliaria petiolata,n,y,y
2016,Carpinus,caroliniana,carpinus caroliniana,y,n,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Rubus,pensilvanicus,rubus pensilvanicus,y,n,n
2016,Carya,cordiformis,carya cordiformis,y,n,n
2016,Epilobium,spp.,epilobium spp.,n,n,n
2016,Oxalis,stricta,oxalis stricta,y,n,n
2016,Ageratina,altissima,ageratina altissima,y,n,n
2016,Persicaria,longiseta,persicaria longiseta,n,y,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Nyssa,sylvatica,nyssa sylvatica,y,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Hedera,helix,hedera helix,n,y,y
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Symphyotrichum,spp.,symphyotrichum spp.,y,n,n
2016,Circaea,lutetiana,circaea lutetiana,y,n,n
2016,Carex,spp.,carex spp.,n,n,n
2016,Polygonatum,pubescens,polygonatum pubescens,y,n,n
2016,Hosta,spp.,hosta spp.,n,y,n
2016,Morus,alba,morus alba,n,y,y
2016,Cephalotaxus,harringtonia,cephalotaxus harringtonia,n,y,n
2016,Carya,cordiformis,carya cordiformis,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Morus,alba,morus alba,n,y,y
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Maianthemum,canadense,maianthemum canadense,y,n,n
2016,Viburnum,dentatum,viburnum dentatum,y,n,n
2016,Fraxinus,americana,fraxinus americana,y,n,n
2016,Hedera,helix,hedera helix,n,y,y
2016,Liriodendron,tulipifera,liriodendron tulipifera,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Polygonatum,pubescens,polygonatum pubescens,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Ageratina,altissima,ageratina altissima,y,n,n
2016,Maianthemum,canadense,maianthemum canadense,y,n,n
2016,Arisaema,triphyllum,arisaema triphyllum,y,n,n
2016,Kalopanax,septemlobus,kalopanax septemlobus,n,y,n
2016,Ampelopsis,brevipedunculata,ampelopsis brevipedunculata,n,y,y
2016,Morus,alba,morus alba,n,y,y
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Polygonatum,biflorum,polygonatum biflorum,y,n,n
2016,Polygonum,virginianum,polygonum virginianum,y,n,n
2016,Danthonia,compressa,danthonia compressa,y,n,n
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Hedera,helix,hedera helix,n,y,y
2016,Lindera,benzoin,lindera benzoin,y,n,n
2016,Ginkgo,biloba,ginkgo biloba,n,y,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Erechtites,hieraciifolius,erechtites hieraciifolius,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Rubus,enslenii,rubus enslenii,y,n,n
2016,Acer,rubrum,acer rubrum,y,n,n
2016,Toxicodendron,radicans,toxicodendron radicans,y,n,n
2016,Lindera,benzoin,lindera benzoin,y,n,n
2016,Malus,spp.,malus spp.,n,y,n
2016,Rosa,multiflora,rosa multiflora,n,y,y
2016,Carya,cordiformis,carya cordiformis,y,n,n
2016,Amelanchier,spp.,amelanchier spp.,y,n,n
2016,Carex,spp.,carex spp.,n,n,n
2016,Juncus,tenuis,juncus tenuis,y,n,n
2016,Solanum,dulcamara,solanum dulcamara,n,y,y
2016,Lonicera,japonica,lonicera japonica,n,y,y
2016,Kalopanax,septemlobus,kalopanax septemlobus,n,y,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Prunus,serotina,prunus serotina,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Thuja,spp.,thuja spp.,n,n,n
2016,Epifagus,virginicus,epifagus virginicus,#N/A,#N/A,#N/A
2016,Polygonatum,pubescens,polygonatum pubescens,y,n,n
2016,Maianthemum,racemosum,maianthemum racemosum,y,n,n
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Quercus,alba,quercus alba,y,n,n
2016,Quercus,rubra,quercus rubra,y,n,n
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Parthenocissus,quinquefolia,parthenocissus quinquefolia,y,n,n
2016,Carex,pensylvanica,carex pensylvanica,y,n,n
2016,Dichanthelium,clandestinum,dichanthelium clandestinum,y,n,n
2016,Juniperus,virginiana,juniperus virginiana,y,n,n
2016,Prunus,spp.,prunus spp.,n,y,n
2016,Danthonia,compressa,danthonia compressa,y,n,n
2016,Dichanthelium,spp.,dichanthelium spp.,n,n,n
2016,Viburnum,dilatatum,viburnum dilatatum,n,y,y
2016,Gaultheria,procumbens,gaultheria procumbens,y,n,n
2016,Smilax,glauca,smilax glauca,y,n,n
2016,Betula,lenta,betula lenta,y,n,n
2016,Juniperus,spp.,juniperus spp.,n,n,n
2016,Eurybia,divaricata,eurybia divaricata,y,n,n
2016,Viola,spp.,viola spp.,n,n,n
2016,Artemisia,vulgaris,artemisia vulgaris,n,y,y
2016,Ageratina,altissima,ageratina altissima,y,n,n
2016,Agrostis,perennans,agrostis perennans,y,n,n
2016,Prunus,serotina,prunus serotina,y,n,n
2016,Aralia,elata,aralia elata,n,y,y
2016,Carya,tomentosa,carya tomentosa,y,n,n
2016,Amelanchier,spp.,amelanchier spp.,y,n,n
2016,Betula,lenta,betula lenta,y,n,n
2016,Liquidambar,styraciflua,liquidambar styraciflua,y,n,n
2016,Phytolacca,americana,phytolacca americana,y,n,n
2016,Polygonum,virginianum,polygonum virginianum,y,n,n
2016,Alliaria,petiolata,alliaria petiolata,n,y,y
2016,Viola,sororia,viola sororia,y,n,n
